Texte Origine,mot,phrase,ID phrase,PositionMot,Non-inclusif
Carrière en assurances de dommages,équipe,"WOW! Joignez-vous à l’équipe! Type d'emploi : Temps Plein Un environnement de travail stimulant, dynamique et à la fine pointe de la technologie D’être reconnu et valorisé pour vos compétences D’être accompagné par un gestionnaire humain et inspirant qui favorise votre développement au quotidien De vivre la force du groupe et de travailler en équipe",2477,345,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,FORMATION,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,3,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,experts,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,79,1
Représentante bilingue françaisanglais au service à la clientèle.txt,technologies,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,91,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,paiement,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,107,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,représentant,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,129,1
Représentante bilingue françaisanglais au service à la clientèle.txt,bilingue,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,142,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,service,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,154,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,clientèle,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,167,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,rôle,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,215,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,services,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,245,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,autorisation,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,256,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,cartes,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,272,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,crédit,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,282,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,service,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,305,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,clientèle,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,318,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,assistance,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,333,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,commerçants,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,358,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,systèmes,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,387,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,procédures,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,411,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,entreprise,"LA FORMATION DÉBUTERA LE 1ER FÉVRIER PROCHAIN!Qui sommes-nous?Global Payments, experts des technologies de paiement, chercher un représentant bilingue du service à la clientèle pour se joindre à son équipe!*Dans ce rôle, vous devrez fournir des services d'autorisation de cartes de crédit et effectuer du service à la clientèle et d'assistance technique aux commerçants en utilisant les systèmes, politiques et procédures de l'entreprise",0,427,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,Joignez,Joignez-vous à une équipe accueillante et à une ambiance de travail incroyable! Nous sommes ici pour investir dans votre carrière et dans votre croissance et développement professionnels,438,0,-1
Représentante bilingue françaisanglais au service à la clientèle.txt,équipe,Joignez-vous à une équipe accueillante et à une ambiance de travail incroyable! Nous sommes ici pour investir dans votre carrière et dans votre croissance et développement professionnels,438,19,-1
